"Class Name - Live Objects","Live Bytes [%]","Live Bytes","Live Objects"
"org.apache.catalina.LifecycleListener[]","0,00%","11424","677"
"com.sun.jersey.server.impl.uri.rules.HttpMethodRule$ResourceMethodListPair","0,00%","11424","476"
"org.olat.admin.sysinfo.model.ThreadView","0,00%","11392","178"
"org.apache.catalina.core.StandardWrapper","0,00%","11280","47"
"java.util.concurrent.LinkedBlockingQueue$Node","0,00%","11184","466"
"java.lang.invoke.MemberName","0,00%","11144","199"
"org.apache.tomcat.util.net.jsse.openssl.Cipher","0,00%","11136","174"
"org.jboss.logging.Log4jLogger","0,00%","11136","464"
"java.io.ByteArrayOutputStream","0,00%","10968","457"
"org.springframework.util.ConcurrentReferenceHashMap$Reference[]","0,00%","10944","48"
"sun.misc.FDBigInteger","0,00%","10912","341"
"com.sun.faces.renderkit.Attribute","0,00%","10752","448"
"com.sun.jersey.server.impl.model.method.ResourceHttpMethod","0,00%","10752","224"
"org.hibernate.hql.internal.ast.tree.SelectExpressionImpl","0,00%","10728","149"
"org.springframework.core.convert.support.GenericConversionService$MatchableConverters","0,00%","10656","444"
"org.hibernate.ejb.metamodel.BasicTypeImpl","0,00%","10656","444"
"sun.security.x509.AlgorithmId","0,00%","10592","331"
"com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl","0,00%","10560","30"
"javax.management.MBeanParameterInfo[]","0,00%","10560","422"
"java.util.regex.Pattern$BitClass","0,00%","10536","439"
"java.io.ObjectStreamClass","0,00%","10504","101"
"java.nio.channels.spi.AbstractInterruptibleChannel$1","0,00%","10496","656"
"com.sun.jersey.api.model.AbstractSubResourceMethod","0,00%","10472","187"
"java.util.jar.Manifest","0,00%","10440","435"
"org.hibernate.persister.entity.BasicEntityPropertyMapping","0,00%","10360","259"
"br.org.eldorado.ead2pcd.entidades.AtividadeAula","0,00%","10240","256"
"org.bouncycastle.asn1.x509.X509Name","0,00%","10240","256"
"sun.nio.ch.FileDispatcherImpl","0,00%","10176","636"
"java.lang.Class$ReflectionData","0,00%","9912","177"
"org.hibernate.tuple.PojoInstantiator","0,00%","9888","309"
"com.sun.jmx.mbeanserver.NamedObject","0,00%","9888","412"
"org.apache.tomcat.util.digester.SetNextRule","0,00%","9856","308"
"org.hibernate.jpa.internal.metamodel.EntityTypeImpl","0,00%","9856","154"
"org.hibernate.persister.collection.BasicCollectionPersister","0,00%","9840","30"
"java.util.regex.Pattern$Single","0,00%","9768","407"
"org.hibernate.annotations.common.reflection.java.JavaReflectionManager$TypeKey","0,00%","9744","406"
"org.hibernate.tuple.entity.EntityBasedAssociationAttribute","0,00%","9744","203"
"com.sun.jersey.server.impl.uri.PathTemplate","0,00%","9640","241"
"org.infinispan.commons.util.concurrent.jdk8backported.LongAdder","0,00%","9600","300"
"java.nio.HeapByteBuffer","0,00%","9600","200"
"org.apache.http.HttpRequestInterceptor[]","0,00%","9576","171"
"com.sun.jersey.server.impl.model.parameter.multivalued.StringExtractor","0,00%","9504","396"
"org.springframework.web.servlet.mvc.method.RequestMappingInfo","0,00%","9456","197"
"org.apache.tomcat.util.digester.ObjectCreateRule","0,00%","9440","295"
"java.text.DecimalFormatSymbols","0,00%","9408","147"
"org.springframework.orm.jpa.support.PersistenceAnnotationBeanPostProcessor$PersistenceElement","0,00%","9408","196"
"org.springframework.beans.factory.support.ManagedList","0,00%","9400","235"
"java.util.regex.Pattern$CharProperty$1","0,00%","9336","389"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","0,00%","9288","387"
"org.bouncycastle.asn1.x509.AlgorithmIdentifier","0,00%","9216","384"
"java.text.DateFormatSymbols","0,00%","9152","143"
"org.hibernate.tuple.IdentifierProperty","0,00%","9128","259"
"com.sun.xml.bind.v2.model.impl.RuntimeElementPropertyInfoImpl","0,00%","9072","126"
"org.objectweb.asm.Type[]","0,00%","9024","224"
"java.text.SimpleDateFormat","0,00%","9024","141"
"sun.reflect.generics.repository.ClassRepository","0,00%","8960","280"
"sun.security.x509.X509CertImpl","0,00%","8880","111"
"org.hibernate.engine.spi.ValueInclusion[]","0,00%","8848","211"
"org.hibernate.engine.query.spi.ParameterMetadata","0,00%","8832","368"
"java.util.ResourceBundle$CacheKey","0,00%","8736","156"
"org.hibernate.hql.internal.ast.HqlASTFactory","0,00%","8712","363"
"antlr.ParserSharedInputState","0,00%","8712","363"
"org.hibernate.hql.internal.ast.ParameterTranslationsImpl","0,00%","8712","363"
"org.hibernate.hql.internal.ast.util.SessionFactoryHelper","0,00%","8712","363"
"org.hibernate.hql.spi.QueryTranslator[]","0,00%","8712","363"
"antlr.ANTLRStringBuffer","0,00%","8712","363"
"java.util.regex.Pattern$Branch","0,00%","8576","268"
"org.apache.velocity.runtime.parser.VelocityCharStream","0,00%","8568","119"
"org.hibernate.annotations.common.reflection.java.JavaXCollectionType","0,00%","8512","266"
"com.sun.jersey.server.impl.model.parameter.multivalued.StringReaderExtractor","0,00%","8496","354"
"com.sun.jersey.server.impl.model.parameter.multivalued.StringReaderProviders$TypeValueOf$1","0,00%","8496","354"
"com.sun.jersey.server.impl.model.parameter.QueryParamInjectableProvider$QueryParamInjectable","0,00%","8352","348"
"java.security.cert.TrustAnchor","0,00%","8320","208"
"org.hibernate.loader.plan.build.internal.spaces.CompositePropertyMapping","0,00%","8304","346"
"org.hibernate.dialect.lock.PessimisticWriteSelectLockingStrategy","0,00%","8288","259"
"org.hibernate.dialect.lock.PessimisticReadSelectLockingStrategy","0,00%","8288","259"
"org.bouncycastle.asn1.DEROctetString","0,00%","8272","517"
"org.bouncycastle.asn1.x509.TBSCertificateStructure","0,00%","8192","128"
"org.thymeleaf.processor.AttributeNameProcessorMatcher","0,00%","8160","340"
"com.sun.xml.bind.v2.runtime.Name","0,00%","8128","254"
"org.hibernate.engine.query.spi.ReturnMetadata","0,00%","8088","337"
"com.sun.jersey.server.impl.wadl.WadlMethodFactory$WadlOptionsMethod","0,00%","7920","165"
"org.quartz.CronExpression","0,00%","7896","141"
"org.springframework.web.method.HandlerMethod","0,00%","7880","197"
"java.util.Collections$SynchronizedMap","0,00%","7872","246"
"org.hibernate.proxy.pojo.javassist.JavassistProxyFactory","0,00%","7872","164"
"org.hibernate.cfg.Configuration$MappingsImpl$TableColumnNameBinding","0,00%","7808","244"
"org.hibernate.mapping.Table$ForeignKeyKey","0,00%","7776","324"
"org.hibernate.tuple.NonIdentifierAttribute[]","0,00%","7776","154"
"org.hibernate.tuple.InDatabaseValueGenerationStrategy[]","0,00%","7776","154"
"org.hibernate.tuple.InMemoryValueGenerationStrategy[]","0,00%","7776","154"
"org.hibernate.mapping.Bag","0,00%","7728","46"
"org.hibernate.persister.entity.Queryable[]","0,00%","7672","337"
"java.util.Map[]","0,00%","7656","446"
"org.springframework.aop.framework.ProxyFactory","0,00%","7552","118"
"java.util.ResourceBundle$BundleReference","0,00%","7488","156"
"java.net.SocksSocketImpl","0,00%","7392","66"
"org.hibernate.engine.internal.JoinSequence","0,00%","7344","153"
"com.thoughtworks.xstream.converters.SingleValueConverterWrapper","0,00%","7344","459"
"com.sun.xml.bind.v2.util.QNameMap$Entry","0,00%","7328","229"
"org.infinispan.factories.components.ComponentMetadata$InjectMetadata[]","0,00%","7328","291"
"org.apache.activemq.management.CountStatisticImpl","0,00%","7280","130"
"java.util.regex.Pattern$Start","0,00%","7200","300"
"org.bouncycastle.jce.provider.X509CertificateObject","0,00%","7168","128"
"com.sun.jersey.server.impl.model.method.dispatch.AbstractResourceMethodDispatchProvider$ResponseOutInvoker","0,00%","7168","224"
"com.sun.org.apache.xerces.internal.util.SymbolTable$Entry","0,00%","7152","298"
"java.util.regex.Pattern$Node[]","0,00%","7120","268"
"com.sun.proxy.$Proxy29","0,00%","7104","444"
"org.infinispan.commons.util.Immutables$ImmutableTypedProperties","0,00%","7104","148"
"org.apache.tomcat.util.modeler.ParameterInfo","0,00%","7072","221"
"java.security.CodeSigner[]","0,00%","7072","440"
"java.lang.reflect.WeakCache$CacheValue","0,00%","7040","220"
"com.sun.proxy.$Proxy54","0,00%","7008","438"
"java.util.jar.JarVerifier$3","0,00%","6976","436"
"java.util.HashMap$EntrySet","0,00%","6912","432"
"com.sun.jersey.server.impl.uri.rules.PatternRulePair","0,00%","6888","287"
"sun.reflect.generics.tree.ClassSignature","0,00%","6720","280"
"com.sun.jersey.server.impl.model.parameter.PathParamInjectableProvider$PathParamInjectable","0,00%","6696","279"
"com.sun.xml.bind.v2.util.QNameMap$Entry[]","0,00%","6656","80"
"com.sun.jersey.api.uri.UriPattern","0,00%","6624","276"
"org.olat.core.extensions.action.GenericActionExtension","0,00%","6600","75"
"sun.security.util.MemoryCache$SoftCacheEntry","0,00%","6552","117"
"org.apache.catalina.WebResource[]","0,00%","6544","151"
"javax.management.ImmutableDescriptor","0,00%","6528","272"
"org.springframework.beans.factory.config.BeanDefinitionHolder","0,00%","6504","271"
"org.infinispan.factories.components.ComponentMetadata$PrioritizedMethodMetadata","0,00%","6480","270"
"org.springframework.beans.SimplePropertyDescriptor","0,00%","6424","73"
"java.lang.invoke.LambdaForm$Name","0,00%","6400","200"
"org.hibernate.engine.internal.JoinSequence$Join","0,00%","6392","163"
"net.sf.ehcache.concurrent.ReadWriteLockSync[]","0,00%","6336","12"
"net.sf.ehcache.store.chm.SelectableConcurrentHashMap$Segment[]","0,00%","6336","12"
"org.hibernate.loader.plan.build.internal.returns.BidirectionalEntityReferenceImpl","0,00%","6312","263"
"org.springframework.web.servlet.mvc.condition.PatternsRequestCondition","0,00%","6304","197"
"org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler","0,00%","6272","196"
"org.hibernate.type.BagType","0,00%","6272","196"
"java.lang.reflect.Proxy$Key1","0,00%","6240","195"
"org.apache.velocity.runtime.parser.Parser","0,00%","6240","60"
"sun.security.x509.X509CertInfo","0,00%","6216","111"
"org.hibernate.dialect.lock.PessimisticForceIncrementLockingStrategy","0,00%","6216","259"
"org.hibernate.bytecode.internal.javassist.BytecodeProviderImpl$EntityInstrumentationMetadataImpl","0,00%","6216","259"
"org.hibernate.dialect.lock.OptimisticLockingStrategy","0,00%","6216","259"
"org.hibernate.dialect.lock.OptimisticForceIncrementLockingStrategy","0,00%","6216","259"
"com.sun.proxy.$Proxy55","0,00%","6160","385"
"org.infinispan.jmx.ResourceDMBean","0,00%","6160","154"
"com.sun.proxy.$Proxy144","0,00%","6160","385"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$LIRS","0,00%","6144","128"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment","0,00%","6144","128"
"org.bouncycastle.asn1.DERBitString","0,00%","6144","256"
"org.hibernate.mapping.DependantValue","0,00%","6104","93"
"com.sun.faces.facelets.tag.AbstractTagLibrary$ComponentHandlerFactory","0,00%","6072","253"
"org.apache.tomcat.util.modeler.ParameterInfo[]","0,00%","6064","289"
"com.sun.proxy.$Proxy162","0,00%","6064","379"
"com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl","0,00%","6000","30"
"org.postgresql.jdbc4.Jdbc4ResultSet","0,00%","5984","44"
"com.sun.jmx.mbeanserver.ConvertingMethod","0,00%","5952","186"
"com.sun.jersey.server.impl.uri.PathPattern","0,00%","5952","186"
"br.org.eldorado.ead2pcd.entidades.ConteudoAula","0,00%","5952","93"
"org.hibernate.engine.query.spi.OrdinalParameterDescriptor[]","0,00%","5920","370"
"org.infinispan.configuration.cache.Configuration","0,00%","5896","67"
"org.hibernate.ejb.metamodel.EntityTypeImpl","0,00%","5880","105"
"org.quartz.simpl.SimpleThreadPool$WorkerThread","0,00%","5880","15"
"java.text.DigitList","0,00%","5880","147"
"javax.management.MBeanInfo","0,00%","5856","122"
"com.sun.org.apache.xerces.internal.util.AugmentationsImpl","0,00%","5856","366"
"org.hibernate.ejb.event.ListenerCallback","0,00%","5832","243"
"org.thymeleaf.processor.ProcessorAndContext","0,00%","5832","243"
"net.sf.ehcache.config.CacheConfiguration","0,00%","5824","26"
"antlr.TreeParserSharedInputState","0,00%","5808","363"
"org.hibernate.cfg.Configuration$MappingsImpl$TableDescription","0,00%","5808","242"
"org.hibernate.hql.internal.ast.ParameterTranslationsImpl$ParameterInfo[]","0,00%","5808","363"
"org.hibernate.hql.internal.ast.util.AliasGenerator","0,00%","5808","363"
"org.hibernate.hql.internal.ast.util.LiteralProcessor","0,00%","5808","363"
"org.springframework.beans.factory.config.DependencyDescriptor","0,00%","5768","103"
"java.util.concurrent.ThreadPoolExecutor","0,00%","5760","80"
"com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration","0,00%","5760","30"
"org.apache.velocity.runtime.parser.ParserTokenManager","0,00%","5760","60"
"sun.reflect.generics.tree.ClassTypeSignature[]","0,00%","5720","280"
"org.bouncycastle.asn1.DERTaggedObject","0,00%","5712","238"
"sun.nio.cs.StreamDecoder","0,00%","5712","119"
"org.olat.core.util.SortedProperties","0,00%","5664","118"
"org.apache.commons.logging.impl.Log4JLogger","0,00%","5664","236"
"org.springframework.aop.Advisor[]","0,00%","5648","235"
"java.lang.ref.SoftReference[]","0,00%","5640","94"
"org.springframework.aop.framework.AdvisedSupport","0,00%","5616","117"
"net.sf.cglib.transform.impl.UndeclaredThrowableTransformer","0,00%","5616","117"
"sun.reflect.generics.repository.FieldRepository","0,00%","5616","234"
"com.sun.proxy.$Proxy185","0,00%","5568","348"
"java.lang.invoke.MethodType","0,00%","5560","139"
"org.springframework.http.MediaType","0,00%","5544","231"
"java.util.regex.Pattern$Dot","0,00%","5536","346"
"org.springframework.core.convert.converter.GenericConverter$ConvertiblePair","0,00%","5520","230"
"org.hibernate.jpa.internal.metamodel.SingularAttributeImpl$Identifier","0,00%","5480","137"
"org.hibernate.mapping.PrimaryKey","0,00%","5472","228"
"org.olat.core.logging.OLogImpl","0,00%","5456","341"
"com.thoughtworks.xstream.core.util.Pool","0,00%","5440","136"
"java.net.InetAddress$InetAddressHolder","0,00%","5440","170"
"org.springframework.webflow.engine.model.builder.xml.XmlFlowModelBuilder","0,00%","5400","135"
"org.hibernate.mapping.Set","0,00%","5376","32"
"org.infinispan.configuration.cache.StateTransferConfiguration","0,00%","5360","134"
"org.infinispan.factories.components.JmxAttributeMetadata","0,00%","5312","166"
"org.apache.catalina.session.ManagerBase$SessionTiming","0,00%","5280","220"
"com.sun.jersey.server.impl.uri.rules.HttpMethodRule","0,00%","5280","165"
"com.sun.jersey.server.impl.wadl.WadlMethodFactory$WadlOptionsMethodDispatcher","0,00%","5280","165"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator","0,00%","5280","30"
"org.hibernate.loader.CollectionAliases[]","0,00%","5256","213"
"com.sun.xml.bind.v2.model.impl.RuntimeTypeRefImpl","0,00%","5240","131"
"com.sun.xml.bind.v2.runtime.LeafBeanInfoImpl","0,00%","5232","109"
"org.hibernate.persister.collection.CollectionPersister[]","0,00%","5232","212"
"org.olat.commons.coordinate.cluster.jms.ClusterInfoEvent","0,00%","5160","129"
"org.apache.activemq.command.MessageId","0,00%","5160","129"
"org.infinispan.factories.components.ComponentMetadata$PrioritizedMethodMetadata[]","0,00%","5152","211"
"org.hibernate.id.TableHiLoGenerator","0,00%","5120","128"
"org.hibernate.id.enhanced.LegacyHiLoAlgorithmOptimizer","0,00%","5120","128"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","0,00%","5112","71"
"org.bouncycastle.asn1.ASN1Boolean","0,00%","5056","316"
"java.lang.Character","0,00%","5056","316"
"java.util.ResourceBundle$LoaderReference","0,00%","4992","156"
"sun.reflect.annotation.AnnotationType","0,00%","4896","153"
"java.util.concurrent.ConcurrentHashMap$KeySetView","0,00%","4872","203"
"org.infinispan.configuration.cache.TransactionConfiguration","0,00%","4824","67"
"com.sun.jersey.server.impl.model.method.ResourceHeadWrapperMethod","0,00%","4752","99"
"com.sun.proxy.$Proxy184","0,00%","4720","295"
"net.sf.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$7fb24d72","0,00%","4720","118"
"br.org.eldorado.ead2pcd.entidades.ForumAula","0,00%","4680","65"
"org.thymeleaf.standard.processor.attr.StandardSingleRemovableAttributeModifierAttrProcessor","0,00%","4680","195"
"org.apache.velocity.runtime.parser.Token","0,00%","4656","97"
"com.sun.xml.bind.v2.model.impl.RuntimeClassInfoImpl$RuntimePropertySeed","0,00%","4656","194"
"com.sun.xml.bind.v2.runtime.reflect.Accessor$FieldReflection","0,00%","4656","194"
"com.sun.xml.bind.v2.model.impl.FieldPropertySeed","0,00%","4656","194"
"org.springframework.core.io.ResourceEditor","0,00%","4640","116"
"com.sun.org.apache.xerces.internal.util.SymbolHash$Entry","0,00%","4608","192"
"org.hibernate.internal.CoreMessageLogger_$logger","0,00%","4592","287"
"com.sun.proxy.$Proxy18","0,00%","4544","284"
"javax.management.MBeanOperationInfo[]","0,00%","4480","113"
"java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry","0,00%","4480","140"
"org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl","0,00%","4480","112"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl","0,00%","4472","13"
"org.hibernate.cfg.Configuration$MappingsImpl","0,00%","4464","70"
"java.io.ObjectStreamClass$WeakClassKey","0,00%","4448","139"
"com.sun.jersey.server.impl.uri.rules.RightHandPathRule","0,00%","4440","185"
"org.apache.tomcat.util.modeler.BaseModelMBean","0,00%","4440","111"
"java.lang.Byte","0,00%","4416","276"
"org.hibernate.tuple.StandardProperty[]","0,00%","4408","105"
